schemaVersion,recordType,productName,startupName,pricingModel,website,description,category,resolutionStatus,confidenceScore,matchMethod,matchReason,sourceName,sourceURL,collectedAt
1.0,PRODUCT,Climate FieldView,,FREEMIUM,https://climate.com/fieldview,"Climate FieldView by Bayer is a precision agriculture platform that collects, stores, and visualises field data from planting through harvest. AI-powered analytics help farmers identify yield-limiting factors, optimise input applications, and benchmark performance across fields. It integrates with most major farm equipment brands to pull data automatically from machinery sensors.",Farming,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://climate.com/fieldview,
1.0,PRODUCT,Climate TRACE,,FREE,https://climatetrace.org,"Climate TRACE is a non-profit coalition that uses satellite imagery, remote sensing, and AI to independently track greenhouse gas emissions from every major source on Earth. Its open dataset covers over 352 million individual emission sources — power plants, shipping lanes, oil fields — updated annually without relying on self-reported government figures. Researchers, journalists, and policymakers use it to hold emitters accountable.",Climate,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://climatetrace.org,
1.0,PRODUCT,Clockwise,,FREEMIUM,https://getclockwise.com,"Clockwise is an AI calendar assistant that automatically optimises meeting schedules to create blocks of uninterrupted Focus Time. It reschedules flexible meetings across teams to minimise context-switching, balances workloads, and can schedule meetings via natural language with its Prism AI assistant.",Calendar Scheduling,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://getclockwise.com,
1.0,PRODUCT,Coda AI,,FREEMIUM,https://coda.io,"Coda is an all-in-one document platform that blends the power of documents, spreadsheets, and mini-apps. Its AI assistant can summarise docs, draft content, run table formulas in plain English, and automate workflows. Teams use Coda to build internal tools, OKR trackers, and product specs without code.",Productivity,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://coda.io,
1.0,PRODUCT,Codeium,,FREEMIUM,https://codeium.com,"Codeium is a free AI-powered code completion and chat tool that works inside VS Code, JetBrains, Neovim, and 40+ other editors. It offers real-time autocomplete, natural-language code search, and an in-editor chat assistant powered by its own foundation models. Unlike many rivals it has a generous free tier with no token limits.",Code Assistant,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://codeium.com,
1.0,PRODUCT,CodeRabbit,&AI,FREEMIUM,https://coderabbit.ai,"CodeRabbit provides AI-powered code reviews on every pull request, suggesting improvements to code quality, identifying bugs, flagging security issues, and checking for adherence to best practices. It integrates with GitHub and GitLab and learns from feedback over time to align with team preferences.",Code Assistant,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://coderabbit.ai,
1.0,PRODUCT,Codiga,,FREEMIUM,https://codiga.io,"Codiga provides real-time code analysis for security, code quality, and coding standards directly in the IDE. Its AI coding assistant suggests code snippets from public and private libraries and flags violations as you type. Teams use it to enforce consistent coding patterns and catch security issues before code review.",DevTools,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://codiga.io,
1.0,PRODUCT,Colossyan,,PAID,https://colossyan.com,"Colossyan is an AI video creation platform that generates professional-looking training and corporate videos using realistic AI avatars. It supports 70+ languages, script-to-video generation, and screen recording with AI presenter overlays. L&D teams use it to localise training content across global markets without reshooting.",Talking Avatar Generator,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://colossyan.com,
1.0,PRODUCT,ComfyUI,Able,FREE,https://github.com/comfyanonymous/ComfyUI,"ComfyUI is an open-source, node-based graphical interface for building advanced Stable Diffusion pipelines. Users wire together nodes — for models, samplers, LoRAs, ControlNets, upscalers, and more — to create reusable workflows that go far beyond what any prompt box can do. The community has built thousands of shared workflows and custom nodes covering video generation, face swapping, 3D, and more. It has become the power-user standard for anyone doing serious local image generation.",Image Generation,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://github.com/comfyanonymous/ComfyUI,
1.0,PRODUCT,Compass,,FREE,https://compass.com,"Compass is a technology-driven real estate brokerage that equips agents with AI tools for pricing, marketing, and deal management. Its platform surfaces comparable sales, generates personalised listing recommendations, and automates the paperwork-heavy parts of a transaction. Buyers and sellers benefit from agents who have better data and fewer manual bottlenecks.",Real Estate,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://compass.com,
1.0,PRODUCT,Compose AI,&AI,FREEMIUM,https://compose.ai,"Compose AI is a Chrome extension that adds AI autocomplete to any text field on the web — email, Notion, Google Docs, LinkedIn, and more. It learns your writing style over time and offers inline completions, rephrase suggestions, and email reply drafts without switching apps.",Writing Assistants,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://compose.ai,
1.0,PRODUCT,Composio,,FREEMIUM,https://composio.dev,"Composio is a platform that provides 250+ pre-built tool integrations — GitHub, Slack, Notion, HubSpot, and more — for AI agents and LLM applications. Instead of building each integration from scratch, developers connect their AI agents to Composio's managed toolset and handle authentication, reliability, and maintenance automatically.",AI Agents,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://composio.dev,
1.0,PRODUCT,Consensus,,FREEMIUM,https://consensus.app,"Consensus is an AI-powered academic search engine that extracts key findings directly from peer-reviewed papers. Instead of returning a list of links, it synthesises what the science actually says on a question and cites the specific studies. Researchers, students, and evidence-curious professionals use it to get reliable answers grounded in published literature.",Academia,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://consensus.app,
1.0,PRODUCT,Content at Scale,,PAID,https://contentatscale.ai,"Content at Scale generates long-form, research-backed blog posts from a keyword, URL, or YouTube video that are designed to pass AI detection tools. It synthesises information from multiple web sources, structures articles with proper headings, and delivers SEO-optimised drafts. Agencies use it to produce hundreds of articles per month.",Writing Assistants,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://contentatscale.ai,
1.0,PRODUCT,ContentStudio,,PAID,https://contentstudio.io,"ContentStudio is an all-in-one content marketing platform that discovers trending content, helps plan and create posts with AI, and schedules across social media and blogs. Its AI writer generates captions, hashtags, and blog posts. Agencies use it to manage multiple client accounts efficiently.",Social Media Tools,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://contentstudio.io,
1.0,PRODUCT,Conversica,,PAID,https://conversica.com,"Conversica provides AI Revenue Digital Assistants that autonomously engage leads via email and SMS with human-like two-way conversations. The AI follows up persistently until prospects are ready to talk to a human, qualifying them and booking meetings. Marketing and sales teams use it to ensure no lead is left uncontacted.",Lead Generation,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://conversica.com,
